电影名称,评分,短评数量,前 5 条热门短评
搏击俱乐部 Fight Club,9.0,115802,"除了""人格分裂""，还可以从""本我、自我、超我""理论的角度理解片子，同时不要忽略单纯、不死、如影随形而又只具备原始欲望的玛拉。""本我、自我、超我""是我们每个人的人格组成部分，三者的生存主张各不相同，相处相斗、此消彼长，影片在讲我们所有人。最后道德枪毙理想携手欲望，并窃取遗产、继续生活。"
搏击俱乐部 Fight Club,9.0,115802,我又看了一遍，再次确认Ed同学从一开始就爱上Tyler同学鸟，经典的自攻自受啊。虽然两个都是金发，不过也就这一点不符合配对美学了，小皮跟Norton的cp还是很有爱的。尤其Norton同学那一脸禁欲小受样，典型的冰山美山啊……我要去找这两人的同人看
搏击俱乐部 Fight Club,9.0,115802,前半段太繁冗，后半段太啰嗦。。
搏击俱乐部 Fight Club,9.0,115802,典型的反体制电影，哈哈，真逗。MMD，将一切都讽刺解构了一番，爽。只可惜这破坏难以节制也实在麻烦。
哈利·波特与魔法石 Harry Potter and the Sorcerer's Stone,9.0,70336,你信不信，我也养了一只猫头鹰^^
哈利·波特与魔法石 Harry Potter and the Sorcerer's Stone,9.0,70336,第一部是最忠于原著的~而且第一次接触魔幻世界很受震撼~
哈利·波特与魔法石 Harry Potter and the Sorcerer's Stone,9.0,70336,这部电影是刚上中学过最后一个六一的时候，学校给放的，太久远的记忆了。作者天马行空的想象力，电影精妙绝伦的现，让我第一次对想象中的“魔法”，有了一个具象的观感。虽然那是一个虚拟的世界，但是我不会忘记那份感动和震撼。九又四分之三站台，分院帽，格兰芬多，魁地奇，都是最精彩的记忆！
哈利·波特与魔法石 Harry Potter and the Sorcerer's Stone,9.0,70336,哈利波特系列的电影与小说，我能感受他们的喜怒哀乐，一同烦恼学生时代的“难熬”，当这一系列结束时，再回头看这第一部，有一种“曾当年”的感受，我私以为作者以后再写出什么样的故事也不能如当年那样打动人心，毕竟这已成了我心中的白月光，不是吗
哈利·波特与魔法石 Harry Potter and the Sorcerer's Stone,9.0,70336,有一部电影，陪着我成长。
死亡诗社 Dead Poets Society,9.1,99246,看这部电影才知道，原来自己已经死去了好久，从某个不经意间被打破的清晨开始。
死亡诗社 Dead Poets Society,9.1,99246,开场精彩，中场尽显疲态，结局来了个绝杀，最后终于反败为胜，深入我心。凶手毋庸置疑是那个“船长”，他教会了学生追求快乐，但是却没有教会他们反抗，他教学生成为一个理想主义的诗人，却没有教会他们现实的残酷。充满理想的开篇却以悲剧性的事件结尾，理想终归要回到现实，并一直被现实压制。
死亡诗社 Dead Poets Society,9.1,99246,《死亡诗社》最后安德森爬上课桌那一幕哭得我稀里哗啦的，一个刚到口的龙眼就活生生地吞下去了。它和《孩子王》有一个同样的情境设定，但立意确实不同的。《孩子王》里“从前有座山”那段也是让我唏嘘呀。另外，《死亡诗社》的中文配音配得很好，不知道出自哪儿。
死亡诗社 Dead Poets Society,9.1,99246,最后大家还是屈服了，但是永远不会忘记seize the day.
死亡诗社 Dead Poets Society,9.1,99246,及时采撷你的花蕾／旧时光一去不回／今天尚在微笑的花朵／明天变得风中枯萎
教父2 The Godfather: Part Ⅱ,9.2,36617,【720P】这部电影告诉我们，为什么“富不过三代”——因为富二代们的生活总是很混乱。
教父2 The Godfather: Part Ⅱ,9.2,36617,两代人的对比，Al Pacino和Robert Duvall都太帅了，不同的是，父亲拥有家庭与荣华，而Al Pacino几乎失去了所有亲人。
教父2 The Godfather: Part Ⅱ,9.2,36617,罗斯之死是因为迈克赶尽杀绝的处事方式，潘坦居里之死体现着黑道规则，弗雷多的死则纯粹出于家族伦理。迈克在坚持父亲家族至上的价值观念，但时代的变迁使他的家族价值观无以为继，而缺乏亲和力的他也无法像父亲一样对自己的亲信恩威并施，这既令敌人与亲信都对他心生恐惧，也使他自己陷入孤独与偏执。
教父2 The Godfather: Part Ⅱ,9.2,36617,既是前传，也是续集，两条线交错着叙述，一边是创业一边是奋斗。无论镜头还是画面色调的处理都一如既往的出色。作为一部续集来说，堪称完美。但作为《教父》的续集，却始终缺了点什么……★★★★
教父2 The Godfather: Part Ⅱ,9.2,36617,三个多小时的长片却没有一丝冗余剧情，教父2比教父1艺术成就更高。横跨50年的双线叙述营造出真正的宏大史诗，冷酷英俊的阿尔帕西诺和德尼罗演技超一流，镜头和画面色调依旧绝佳，剧情安排让人唏嘘感慨，忧伤无奈的配乐震撼人心！只是如此完美的经典却有些过于残酷冰凉。（9.5/10）
窃听风暴 Das Leben der Anderen,9.1,82348,东诺士马克的电影用了很多当初东德的机关大楼实地拍摄， 但是监狱博物馆的馆长却拒绝了他拍摄的请求。原因？馆长说，因为东诺士马克的剧本不符合史实:整个东德历史，像魏斯乐那样“良心发现”的秘密警察，对不起，一个都没有。
窃听风暴 Das Leben der Anderen,9.1,82348,两条线，两个男人，两个故事，两个互相打捞的故事。丢了一个，彼此的人生都会沉入海底。当剧作家在街头，看到行走在人行道上的特工时，他本可以上前喊住他的。但是终于是没有。就像哈代所言，呼唤的人与被呼唤的很少能互相答应。他们最终选择了沉默地相互记录。
窃听风暴 Das Leben der Anderen,9.1,82348,看到结尾到底还是忍不住泪奔了
窃听风暴 Das Leben der Anderen,9.1,82348,专制意味着有些人可以做另一些人的主人。
窃听风暴 Das Leben der Anderen,9.1,82348,en，1984的背景，看到1989年11月9日那段突然哭点大爆发。。。电影节奏很好，音乐大赞。。。
狮子王 The Lion King,9.0,57267,败在“刀疤”没有反派魅力！
狮子王 The Lion King,9.0,57267,现在看剧情真的好简单啊，不过拟人感实在太完美了。还有那个“哈库那莫塔塔”，好多年没听到了...Can You Feel My Love Tonight？
狮子王 The Lion King,9.0,57267,我只是在必要的时候才会勇敢，勇敢并不代表你要到处闯祸。
狮子王 The Lion King,9.0,57267,勇气与成长的故事，即使过了多少年，即使生处不同的时代，仍旧能够让人有所感悟……辛巴是在波折的人生中踏出了那条成王的道路！
狮子王 The Lion King,9.0,57267,应该是我看过的第一部迪士尼动画电影，还是看的英文版的，绝大部分句子没听懂，光看画面当年就觉得很惊艳！
指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,9.1,37888,每次看魔戒都会被奥兰度惊艳到~
指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,9.1,37888,第二部，树精很萌，甘道夫升级了，〔尊敬的用户甘道夫，恭喜你升级为vip1白袍巫师！〕→_→精灵王子吕秀才越来越帅了！
指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,9.1,37888,“这个世上一定有某种善良，值得我们奋战到底。” 其实最喜欢这个第二部。第一部刚开始，很多故事还没展开，也没有大场面的决战；第三部大场面战斗又太过饱和，容易疲劳。所以第二部末尾的圣盔谷大战，承前启后，来的刚刚好，“各路神仙”先后登场对付萨撸曼军队，也看得最酣畅淋漓。
指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,9.1,37888,比第一部有意思，树人开闸放水冲毁艾辛格的时候，其中一个着火的树人赶紧把头伸进水里笑死我了，好萌啊。假如一开始魔戒就被丢到末日火焰哪来这么多战争和死亡，和异形一样，都是人类的贪欲，自作孽。
指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,9.1,37888,"great novel, great movie"
我不是药神,9.0,391026,“你敢保证你一辈子不得病？”纯粹、直接、有力！常常感叹：电影只能是电影。但每看到这样的佳作，又感慨：电影不只是电影！由衷的希望这部电影大卖！成为话题！成为榜样！成为国产电影最该有的可能。
我不是药神,9.0,391026,放在豆瓣语境下，是部时至今日终于拍出来的国产“高分韩国电影”。拿现实题材拍商业类型片，社会意义摆在那，群戏也处理得相当不错。对我们国家而言，这样的电影多一部是一部，走一步是一步。
我不是药神,9.0,391026,最大的病，其实是穷病。真的被感动了，整体都很成熟，也有些许韩片的影子。几个演员表演都非常出色。可看性和内在的表达都不错。这个世界最荒诞在于，越贴近真实，真实越荒诞。人这一生，太不易了。最后，王传君，加油哦！
我不是药神,9.0,391026,炸裂，哭成狗，从观影体验上看，比达拉斯买家俱乐部好，之间隔了差不多五个《动物世界》，导演处女作就这完成度，只能说剧本实在太好。我爸爸也是药神的受益者之一，否则我应该房子也没了。感谢他们🙏。
我不是药神,9.0,391026,电影能做到的好，这部电影都做到了。剩下的是这个时代不让它更好。在我们刚刚经历过的时代巨变洪流之中，有无数这样的小人物在时代洪流中艰难生存着，同时在竭力不丢失他们的灵魂。终于有这样一部电影，让我们能够看到时代，看到善意，看到希望。希望这部电影也能被这个时代善待。
大闹天宫,9.3,25342,50年过去了，中国动画不进反退，还有比这更可悲的事么。技术上止步不前，创意上才思枯竭。一群羊和两只狼的故事都被反复翻炒出N部，悲矣；当年号称十年巨制制出一部宝莲灯，贻笑大方矣。现在小孩的物质条件比我们好了n倍，但是我仍然觉得当年的我们是幸福的，因为有这么多优秀的动画片陪伴成长。
大闹天宫,9.3,25342,【武大】从造型设计到人物动作，从脚本到到音乐，每一个镜头拿到现在仍然足以与世界好的动画相比而毫不逊色，这个腰间束着虎皮裙，手舞金箍棒，神采奕奕，勇猛矫健的猴王成人们心目中永远的孙悟空形象。
大闹天宫,9.3,25342,反抗，反抗，再反抗
大闹天宫,9.3,25342,一类风格的极致，一种手法的极限与其所能趋至的完美。
大闹天宫,9.3,25342,永远的经典
"两杆大烟枪 Lock, Stock and Two Smoking Barrels",9.1,76423,中国多少年轻导演在学这风格
"两杆大烟枪 Lock, Stock and Two Smoking Barrels",9.1,76423,大轮回剧情，赞不绝口。配乐无比踩点。特写连毛孔胡渣都分毫毕现。摇摇欲坠，坐在各种笑料回荡的嘴角上，寻着被烟熏的发黄的咯吱作响的牙齿，就快要从这口腔中滑落下去。笑到背气的是帅哥那严峻，放纵时而又苦逼崩溃的脸。铤而走险后疯癫狂欢，年轻人们决不会想到这一切都只是纠葛的开始。
"两杆大烟枪 Lock, Stock and Two Smoking Barrels",9.1,76423,貌似疯狂的石头就是在模仿这部片子。麦当娜的前夫的作品。
"两杆大烟枪 Lock, Stock and Two Smoking Barrels",9.1,76423,谁说这片子比猜火车好的?
"两杆大烟枪 Lock, Stock and Two Smoking Barrels",9.1,76423,（9/10）对于脸盲而言前半段大概会看得很痛苦，但后半部理清线索后会是各种神奇……不算入赌场BOSS，这片一共有五股主要势力在斗殴：欠50万的（买了两支大烟枪去抢劫卖白粉的）、卖白粉的（高尔夫球）、毒品供应商（黑人势力）、强盗团体、讨债父子和两个不认识赌场大BOSS的小混混……
指环王1：魔戒再现 The Lord of the Rings: The Fellowship of the Ring,9.0,55092,每次看魔戒都会被奥兰度惊艳到~
指环王1：魔戒再现 The Lord of the Rings: The Fellowship of the Ring,9.0,55092,甘道夫掉下桥的那一刻，我真的落泪了……
指环王1：魔戒再现 The Lord of the Rings: The Fellowship of the Ring,9.0,55092,一口气看完三部白金加长版，对于这样的片子，只有两个字形容：经典。相对于骇客帝国，这三部的连续性非常好，值得称赞。
指环王1：魔戒再现 The Lord of the Rings: The Fellowship of the Ring,9.0,55092,All time favorite!
指环王1：魔戒再现 The Lord of the Rings: The Fellowship of the Ring,9.0,55092,"想到魔幻世界,想感受史诗的魅力,那就看它吧"
飞越疯人院 One Flew Over the Cuckoo's Nest,9.1,75561,疯子如此可爱，正常人如此可恶
飞越疯人院 One Flew Over the Cuckoo's Nest,9.1,75561,谁是疯子？谁又是正常人？没有答案。
飞越疯人院 One Flew Over the Cuckoo's Nest,9.1,75561,R.P.McMurphy对体制的挑战以脑叶被切除告终，他对自由的追求失败了吗？他所有的尝试都改变了——哪怕一丁点——“疯子们”的生活环境和心灵禁锢。关于受到争议的死亡，则是酋长对完整人格的高度尊重，代表另一个层面的自由。
飞越疯人院 One Flew Over the Cuckoo's Nest,9.1,75561,为什么我联想到在7中的日子
飞越疯人院 One Flew Over the Cuckoo's Nest,9.1,75561,高能神结尾，酋长举起盥洗台时莫名的感动…身虽死，但信念犹存！唤起大家对自由的向往才是最重要的，尼克尔森把这个虽不安分守己但是心地善良的角色演活了…口吃小哥那段真想掐死护士长，孩子发型多in啊！每位卡司的表现都很精彩，比精神病还精神病，特别是那位翻飞的大爷，您的舞步好喜感啊…
美丽心灵 A Beautiful Mind,9.0,85100,“我的追求带我穿越了物理、形而上学、幻觉，又带了回来”，顶尖科学家的世界已经足够神奇，何况他还有着伟大的爱情。这部电影不仅是纳什的精彩传记，更是对爱情的崇高礼赞——爱是无限，爱是信仰，爱是一切逻辑和原由。
美丽心灵 A Beautiful Mind,9.0,85100,李笑来老师推荐的一部电影。纳什是历史上第一个广为人知的“用自己的精神战胜了自己的精神病”的人。看的时候不够专注，这是部需要安静认真去看的影片，另现实中精神病始终是一个没有最终被解密的领域，治疗的药物对人的大脑损伤很严重，加速度痴呆和记忆衰退，包括影响性欲。他的爱人其实才是最伟大的
美丽心灵 A Beautiful Mind,9.0,85100,"什么都好，除了《A Beautiful Mind》这个名字。"
美丽心灵 A Beautiful Mind,9.0,85100,每个孤独的孩子其实都有一个别人看不见的好朋友
美丽心灵 A Beautiful Mind,9.0,85100,与我想象中的不一样，很震撼人的传记电影，从中我最大的体会是：做伟人也真不容易啊~~
饮食男女 飲食男女,9.1,84712,看似最不能守住传统和孤独的人，坚持到最后。
饮食男女 飲食男女,9.1,84712,看完之后我就想当一辈子的姗姗。
饮食男女 飲食男女,9.1,84712,细腻又不做作，李安的一贯风格。
饮食男女 飲食男女,9.1,84712,果然最后又是爸爸放大招了，不要小瞧爸爸啊！老爷子说自己的生活不能像做菜一样，材料齐全了才下锅；而这部电影也像是做菜，这里一点料，那里一点料，加起来便全是生活的滋味了。这大概是李安最好的剧本了吧！细腻又不造作，极品好电影。看得极饿。
饮食男女 飲食男女,9.1,84712,大导演拍小琐事，像庖丁一样，每一刀都恰到好处，这刀在故事里游刃有余，不见一丝烟火气，故事戛然而止时会觉得这故事仍然在这世上某个地方继续流淌。
V字仇杀队 V for Vendetta,8.9,130053,乔治奥威尔灵魂附体，1984诈尸还乡
V字仇杀队 V for Vendetta,8.9,130053,还好没摘，摘了就俗了，但是作为演员一直不露脸是不是很憋屈？这个角色80％是用声音塑造的，太TM深邃了好听了！主题很好，后面鸡皮疙瘩起的。。OST棒，尤其是中间有段弥撒曲太好听了啊！！
V字仇杀队 V for Vendetta,8.9,130053,大家为什么看的那么爽呢？好像都到了高潮一样。要做爱，不要作战。其实大家既没有作战，也没有做爱。之所以热血沸腾比自慰爽一些的原因是，这种体验介于自慰和做爱之间——有人帮你打飞机而已。醒醒吧，你还在苟活，如果你觉得爽的话。或者殉道，或者修道，但是都没有。所以只能，抱怨，打飞机，苟活。
V字仇杀队 V for Vendetta,8.9,130053,这种电影掺了情爱那些东西就得降档次
V字仇杀队 V for Vendetta,8.9,130053,民众没有这样善良。若真实发生，最后万人一张脸孔的场面仍是过于理想化。
黑客帝国 The Matrix,9.0,70201,真是沧海桑田：那时候基努-里维斯还是清瘦小嫩肉，沃卓斯基姐弟还是沃卓斯基兄弟，诺基亚还是业界老大。
黑客帝国 The Matrix,9.0,70201,其中的哲学影响我的哲学道路
黑客帝国 The Matrix,9.0,70201,新的哲学，开创动作片之先河
黑客帝国 The Matrix,9.0,70201,有没有可能整个世界都是电脑模拟出来的，我们以及我们周围的一切也只是电脑中的一串代码？“你和所有人一样，生来就是奴隶，你生在一座自己感知不到的监狱”这种猜想已经足够震撼人心，但《黑客帝国》的深度还不止于此，它还在这个基础上提出了新的问题：你会选择蓝药丸还是红药丸？是选择美好的虚幻还是残酷的现实？表面上好像很好选，其实比我们想象中困难得多。一边是未来的末日世界，被饥饿和寒冷所摧残，还要面临...
黑客帝国 The Matrix,9.0,70201,FUCKING DAMN COOL!
猫鼠游戏 Catch Me If You Can,9.0,86881,他也只是一个伤心的孩子
猫鼠游戏 Catch Me If You Can,9.0,86881,他离家出走，说谎，制造不同的身份开始光鲜亮丽的生活。他是智商超群的罪犯，但是他只是个孤独的孩子。在平安夜的时候打电话给抓他的警探，在平安夜被捕的时候拥抱着他说圣诞快乐，在听到父亲的死讯以后失声痛哭，看到妈妈的新家庭以后对来抓他的警察说你们带我走吧。他终究只是个孩子。
猫鼠游戏 Catch Me If You Can,9.0,86881,很难想象是根据真人真事改编的，很牛，不过在中国估计出不了这种人吧...除非，中国也有个FBI？很好莱坞的片子~~
猫鼠游戏 Catch Me If You Can,9.0,86881,（8/10）卡尔警官是虚构人物，但伪造犯弗兰克却真人真事，因其出色的鉴伪技术为FBI戴罪立功。必须一提的是现实中弗兰克的父母婚姻问题主要责任在父亲一方，但影片却把责任推给母亲。他的确有律师执照，但花了八周而不是两周。维基百科说弗兰克本尊在片中演一法国警察，但我没认出来。
猫鼠游戏 Catch Me If You Can,9.0,86881,诚实的人最自信，所以——我会尽量让自己不那么害怕。精彩绝伦的猫鼠游戏，现实比电影还牛叉闪闪，斯皮尔伯格真是拍传记片的天才！
钢琴家 The Pianist,9.1,55914,最刺痛的是那被直接丢出阳台的坐轮椅的老人
钢琴家 The Pianist,9.1,55914,“我有件更暖的。”----Wilm Hosenfeld
钢琴家 The Pianist,9.1,55914,爲何我會很憐憫那個納粹士官，至少他是鋼琴家的知音。
钢琴家 The Pianist,9.1,55914,某种程度上可以媲美《辛德勒名单》
钢琴家 The Pianist,9.1,55914,可能因为刚看了拯救大兵，所以难免的觉得这里描述的世界太干净了．是的，即使你已经觉得很残忍了，它还是太干净漂亮了一点．但是我还是非常喜欢这部电影，．只要那些温暖的东西在，就好了，尽管战争的事实，实际上是要残酷得多的．
本杰明·巴顿奇事 The Curious Case of Benjamin Button,8.9,117169,关于时间关于爱……后40分钟忧伤到窒息！
本杰明·巴顿奇事 The Curious Case of Benjamin Button,8.9,117169,其实也是有感动，感动的点很奇妙。
本杰明·巴顿奇事 The Curious Case of Benjamin Button,8.9,117169,虽然明星众多，也有装逼文艺片的嫌疑，但这部片子实际有点混乱，而且似乎什么都没有说。
本杰明·巴顿奇事 The Curious Case of Benjamin Button,8.9,117169,"我们像婴儿一般来到这个世上,又像婴儿般安详的离去.留下的,也许都在最后与心爱的人眼神交汇那一个瞬间,从眼前飞逝而过的所有故事吧."
本杰明·巴顿奇事 The Curious Case of Benjamin Button,8.9,117169,和原著相比改动很大啊...甚至都很难说是同一个故事了...不过还是看的出来有菲茨杰拉德的那种享乐主义调调...应该说这是一部各方面技巧都比较纯熟的作品...特别是化妆...太赞了...不过看影片的时候总不自觉的想起<时间旅行者的妻子>...都是包着幻想外壳但实质是纯粹的爱情故事...
看不见的客人 Contratiempo,8.8,183609,好看，强烈推荐。问题是如此重要的辩护人竟然不是当面引荐的。
看不见的客人 Contratiempo,8.8,183609,剧本太精彩，处处伏笔，层层反转，虚实交错，暗潮涌动。自作聪明的往往一败涂地，不动声色的才能笑到最后。
看不见的客人 Contratiempo,8.8,183609,好看。另外建议豆瓣给「我看了七分钟就猜到结局」的观众准备彩蛋，他们是推动电影业进步的动力，值得满屏掉落大拇指。
看不见的客人 Contratiempo,8.8,183609,“男主玩家的言论真是无懈可击，可惜我是预言家，你已经被我查杀了，你自爆不自爆”
看不见的客人 Contratiempo,8.8,183609,作为一部连环反转的惊悚片，此片对观众心理的拿捏是教科书级别的。不难猜中结局，但这个过程还是太精彩了。
让子弹飞,8.8,191562,你给我翻译翻译，神马叫做TMD的惊喜！幽默、炫酷、西部片，自恋、隐喻、男性化，黑色、血腥、怪点子，卖腐、露点、性暗示，酒神、荒诞、神经错乱，草莽气息、英雄情结、革命浪漫主义外加一分的孤独。
让子弹飞,8.8,191562,姜文的个人英雄式表达，但拍得流畅热闹，复杂的剧情细节之下，是他坚持的自我，但与鬼子来了相比，他更懂得如何掩藏自己挑战的野心，这些野心都掩藏在了一流的喜剧功夫上。
让子弹飞,8.8,191562,一个土匪碰上一个恶霸的故事，讲得真……他妈的惊喜。
让子弹飞,8.8,191562,如果说电影是个男人，冯小刚不中看，张艺谋中看不给力，陈凯歌早泄，姜文纯爷们！
让子弹飞,8.8,191562,要是姜文拍完这部电影就宣布退休，他会被封神。
海豚湾 The Cove,9.3,58329,看完确实很难受 但是其它被食用残杀的动物就因为比海豚低贱么...我也没办法真的素食主义..更别扭
海豚湾 The Cove,9.3,58329,看关于环保，动保的纪录片的最大意义就是转化为自身的行动。现在这种片子很多，如果看到10部你还没素食我怀疑你是不是要人格分裂了。
海豚湾 The Cove,9.3,58329,海豚湾的鲜血让人心痛。志愿者们的勇敢无畏令人动容。
海豚湾 The Cove,9.3,58329,自己在家里看都能鼓掌
海豚湾 The Cove,9.3,58329,已经多久没有哭成这个样子了
西西里的美丽传说 Malèna,8.9,115592,原来男孩子青春期是这个样子地，原来女人美丽起来是这个样子地，原来登徒子的沉默和中年妇女的疯狂是这个样子地……
西西里的美丽传说 Malèna,8.9,115592,当你不再年轻艳丽，当你的丈夫回到了身边，那么你就成了那群丑妇的朋友。
西西里的美丽传说 Malèna,8.9,115592,即使美丽也不能太招摇，招摇总会惹来悲惨的下场。男人在小的时候都喜欢成熟的女人吗？那为什么长大了却又喜欢小姑娘？......
西西里的美丽传说 Malèna,8.9,115592,当相貌远远高于一个人的社会地位时，所带来的伤害也会远远高于一般人。
西西里的美丽传说 Malèna,8.9,115592,"太美,太性感.太凄凉."
情书 Love Letter,8.9,140555,那些没有开口的告白，最终还是让你听见了。
情书 Love Letter,8.9,140555,总是点到为止的岩井俊二.
情书 Love Letter,8.9,140555,"关于藤井树的种种回忆，是你拥有的，我把它寄还给你。"
情书 Love Letter,8.9,140555,"从相恋开始准备看，分手后真的看成了"
情书 Love Letter,8.9,140555,「把名字一遍又一遍的写在借书卡上，反反复复看一张并不想知道答案的英文试卷，在告别之前偷偷的把你画在借书卡背面，希望你有一天会知道，我喜欢你」整部电影的配乐都好伤感，女主角一人分饰两个性格不同的角色演绎的非常好，青春和暗恋的心情满点，话说岩井俊二的每部电影里都有几个无厘头的奇怪角色
拯救大兵瑞恩 Saving Private Ryan,9.0,52019,我心目中的永恒经典。不知道集结号借用了他多少情节。反正不少。
拯救大兵瑞恩 Saving Private Ryan,9.0,52019,其实……我并不赞同这部片子所宣扬的精神……
拯救大兵瑞恩 Saving Private Ryan,9.0,52019,瑞恩不需要小金人
拯救大兵瑞恩 Saving Private Ryan,9.0,52019,哭死我了，真的哭的我眼睛都肿了
拯救大兵瑞恩 Saving Private Ryan,9.0,52019,那些近乎白描式的战役刻画，真实而震撼；米勒中尉不由自主颤抖的手，是那时每个如棋子般无法控制自己命运战士的写照；在更高层面上的人性与伦理的探讨，其实已经无关紧要。
小鞋子 بچههای آسمان,9.2,53386,没钱不要养孩子
小鞋子 بچههای آسمان,9.2,53386,"当他知道他得了第一名却拿不到第三名的奖品时,他伤心的哭了."
小鞋子 بچههای آسمان,9.2,53386,说心里话，这个成为经典是靠人们摸着心评价的，不是片子本身有多好。
小鞋子 بچههای آسمان,9.2,53386,我又想捐东西了。
小鞋子 بچههای آسمان,9.2,53386,一点儿都不造作的那种 
音乐之声 The Sound of Music,9.0,47225,很棒的电影，唱段经久不息，流传至今。
音乐之声 The Sound of Music,9.0,47225,用音乐化解仇恨，让歌声串起美好。
音乐之声 The Sound of Music,9.0,47225,不知看过多少遍的经典 阿尔卑斯山脚美如画 纯真美好得不行
音乐之声 The Sound of Music,9.0,47225,主题的音乐很好听，但可能是距离现在太久了，不太符合现在人的审美，感觉还好吧。
音乐之声 The Sound of Music,9.0,47225,我是先喜欢里面的一首歌才来看这个电影的。里面的歌舞不错，故事也挺正能量的，如果老师都用爱来教育培养孩子，那孩子们就太幸福了。
美国往事 Once Upon a Time in America,9.2,55799,姜文的阳光灿烂的日子，杨德昌的牯岭街少年杀人事件，韩国的朋友都是模仿这部
美国往事 Once Upon a Time in America,9.2,55799,两场强暴戏毕竟是吃不消，男性的传奇之路上似乎最少不得的就是美丽而无人格的女性牺牲品
美国往事 Once Upon a Time in America,9.2,55799,当年姜文拍阳光灿烂的日子前拉美国往事拉了五十多遍，今次看来，果然颇多神似
美国往事 Once Upon a Time in America,9.2,55799,面条的人生。这条人参很长，长达229分钟。
美国往事 Once Upon a Time in America,9.2,55799,十五岁时，我是《美国往事》里的马克斯，初谙世事的街角英雄。我与同伴共享友情，但一样没尝过女人的滋味。这滋味我后来尝到了，还有，背叛伙伴的滋味。有些病在年轻时候得是好事（但那病是瘟疫不是麻疹！）
穿条纹睡衣的男孩 The Boy in the Striped Pajamas,9.1,68919,最后他成为了穿条纹睡衣的男孩。
穿条纹睡衣的男孩 The Boy in the Striped Pajamas,9.1,68919,看得我浑身发冷~
穿条纹睡衣的男孩 The Boy in the Striped Pajamas,9.1,68919,小孩总是交友，大人总是树敌。
穿条纹睡衣的男孩 The Boy in the Striped Pajamas,9.1,68919,fuck 这么狗血的结局 看得心里好难受
穿条纹睡衣的男孩 The Boy in the Striped Pajamas,9.1,68919,我觉得它并不比[辛]差，不是只有透过大社会看战争才是正统的片子。父亲就算是纳粹也爱自己的妻子小孩，母亲做为女性心软，青少年容易被骟动，而什么都不知道的小孩只能接受大人给他灌输的知识。我觉得这些都是可以理解的，并不是“刻板”“形像化”的。最后的长镜头看了几遍
致命魔术 The Prestige,8.9,103247,金刚狼到头来还是被蝙蝠侠给算计了~！
致命魔术 The Prestige,8.9,103247,故事编不下去就弄成科幻了。。。
致命魔术 The Prestige,8.9,103247,黑寡妇勾引完金刚狼勾引蝙蝠侠，最后玩腻了一走了之
致命魔术 The Prestige,8.9,103247,说穿了不管是孪生兄弟还是复制人，让他们对舞台上的成功如此痴迷的不过是观众脸上惊奇的表情和如雷的掌声。当我们一直生活在需要别人给予肯定的怪圈之下，我们就迷失了当初的自己。
致命魔术 The Prestige,8.9,103247,诺兰牛比阿
七宗罪 Se7en,8.8,96650,多年以后再看，还是功力和锐气并重的作品
七宗罪 Se7en,8.8,96650,故事看多后的后遗症就是一般最后半小时就知道结局了。。。
七宗罪 Se7en,8.8,96650,阴沉而绝望。基督教用撒旦的七个恶魔形象来代表七种罪恶：傲慢，嫉妒，暴怒，懒惰，贪婪，暴食，以及淫欲。一个变态的宗教杀手，平时连一只鸡也不杀，但他找到了依据来实施对人的毛骨悚然的谋杀。有什么能比一个人做魔鬼的行径更为恐怖的吗？台词：“这是个美好的世界，值得我们为之奋斗。我同意后半句
七宗罪 Se7en,8.8,96650,印象最深的是那个胖子
七宗罪 Se7en,8.8,96650,色调太深沉，纽约的雨一直下，混乱的街区，血腥的现场。有些画面好恶心，分2天看完的，特别喜欢老警察，演技台词都是一流的。还有万万没想到的结局。
低俗小说 Pulp Fiction,8.8,104475,我爱特拉沃塔的舞。
低俗小说 Pulp Fiction,8.8,104475,文森特你不要总是在关键时刻上厕所啊喂
低俗小说 Pulp Fiction,8.8,104475,除了乌玛瑟曼表演的OD那一段 其他整部剧不知所云
低俗小说 Pulp Fiction,8.8,104475,昆汀在这部集中展现了他的恶趣味：恋脚，屁眼，假奶，穿洞，SM，血浆。台词功力超屌！杀人时间还太早，再聊一会儿。
低俗小说 Pulp Fiction,8.8,104475,不要在上厕所的时候看书  不要过量吸毒 不要把枪放在厕所门口
绿皮书 Green Book,8.9,260238,肯德基年度推广大电影
绿皮书 Green Book,8.9,260238,Mahershala說片子里某個根本不會被人注意到的佈景里的某塊石頭或許就是V撿的。他說V在拍攝的時候，一直留心撿很漂亮的石頭，撿到了就拿給導演說：看，把這塊石頭放在背景里會有多好看說到電影里的部分，他可能增肥了有二三十斤，從來沒見過他有那麼大的肚腩（現在似乎已經減回來了）。今天在看V表演時，大部分的時間，我忘了他是Viggo，他就是那樣一個沒文化又油滑、滿嘴跑火車的司機。僅僅偶爾偶爾有幾個他...
